hr,Ki67neg,Ki67pos_pre,Ki67pos_post,Apoptosis
0.0, 1.0, 0.0, 0.0, 0.0
0.016666666666666666, 1.0, 0.0, 0.0, 0.0
0.03333333333333333, 1.0, 0.0, 0.0, 0.0
0.05, 1.0, 0.0, 0.0, 0.0
0.06666666666666667, 1.0, 0.0, 0.0, 0.0
0.08333333333333333, 1.0, 0.0, 0.0, 0.0
0.1, 1.0, 0.0, 0.0, 0.0
0.11666666666666667, 0.999000999000999, 0.000999000999000999, 0.0, 0.0
0.13333333333333333, 0.999000999000999, 0.000999000999000999, 0.0, 0.0
0.15, 0.999000999000999, 0.000999000999000999, 0.0, 0.0
0.16666666666666666, 0.999000999000999, 0.000999000999000999, 0.0, 0.0
0.18333333333333332, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.2, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.21666666666666667, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.23333333333333334, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.25, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.26666666666666666, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.2833333333333333, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.3, 0.998001998001998, 0.001998001998001998, 0.0, 0.0
0.31666666666666665, 0.997002997002997, 0.002997002997002997, 0.0, 0.0
0.3333333333333333, 0.997002997002997, 0.002997002997002997, 0.0, 0.0
0.35, 0.996003996003996, 0.003996003996003996, 0.0, 0.0
0.36666666666666664, 0.996003996003996, 0.003996003996003996, 0.0, 0.0
0.38333333333333336, 0.995004995004995, 0.004995004995004995, 0.0, 0.0
0.4, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.4166666666666667, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.43333333333333335, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.45, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.4666666666666667, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.48333333333333334, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.5, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.5166666666666667, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.5333333333333333, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.55, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.5666666666666667, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.5833333333333334, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.6, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.6166666666666667, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.6333333333333333, 0.993006993006993, 0.006993006993006993, 0.0, 0.0
0.65, 0.9920079920079921, 0.007992007992007992, 0.0, 0.0
0.6666666666666666, 0.9920079920079921, 0.007992007992007992, 0.0, 0.0
0.6833333333333333, 0.9920079920079921, 0.007992007992007992, 0.0, 0.0
0.7, 0.9920079920079921, 0.007992007992007992, 0.0, 0.0
0.7166666666666667, 0.9920079920079921, 0.007992007992007992, 0.0, 0.0
0.7333333333333333, 0.9920079920079921, 0.007992007992007992, 0.0, 0.0
0.75, 0.991008991008991, 0.008991008991008992, 0.0, 0.0
0.7666666666666667, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.7833333333333333, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.8, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.8166666666666667, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.8333333333333334, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.85, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.8666666666666667, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.8833333333333333, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.9, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.9166666666666666, 0.99000999000999, 0.00999000999000999, 0.0, 0.0
0.9333333333333333, 0.988011988011988, 0.011988011988011988, 0.0, 0.0
0.95, 0.987012987012987, 0.012987012987012988, 0.0, 0.0
0.9666666666666667, 0.987012987012987, 0.012987012987012988, 0.0, 0.0
0.9833333333333333, 0.987012987012987, 0.012987012987012988, 0.0, 0.0
1.0, 0.987012987012987, 0.012987012987012988, 0.0, 0.0
1.0166666666666666, 0.986013986013986, 0.013986013986013986, 0.0, 0.0
1.0333333333333334, 0.985014985014985, 0.014985014985014986, 0.0, 0.0
1.05, 0.985014985014985, 0.014985014985014986, 0.0, 0.0
1.0666666666666667, 0.984015984015984, 0.015984015984015984, 0.0, 0.0
1.0833333333333333, 0.984015984015984, 0.015984015984015984, 0.0, 0.0
1.1, 0.984015984015984, 0.015984015984015984, 0.0, 0.0
1.1166666666666667, 0.984015984015984, 0.015984015984015984, 0.0, 0.0
1.1333333333333333, 0.984015984015984, 0.015984015984015984, 0.0, 0.0
1.15, 0.984015984015984, 0.015984015984015984, 0.0, 0.0
1.1666666666666667, 0.983016983016983, 0.016983016983016984, 0.0, 0.0
1.1833333333333333, 0.983016983016983, 0.016983016983016984, 0.0, 0.0
